MOUSE_GENE_SYM	HUMAN_GENE_SYM
Rfpl4b	RFPL4B
Mrpl46	MRPL46
Pnpt1	PNPT1
Slc16a10	SLC16A10
Chd9	CHD9
A530016L24Rik	C14orf180
Baiap2l1	BAIAP2L1
Gm22683	SNORA2B
Antxr2	ANTXR2
Ccdc34	CCDC34
Chtf8	CHTF8
Wiz	WIZ
Adra2a	ADRA2A
Cd14	CD14
Brpf3	BRPF3
Cyp1a1	CYP1A1
Neurog2	NEUROG2
Fzd6	FZD6
Stap1	STAP1
Cldn12	CLDN12
Ebi3	EBI3
Accsl	ACCSL
Armc12	ARMC12
Wwox	WWOX
Scml4	SCML4
Adgrg5	ADGRG5
Maf	MAF
Arhgap1	ARHGAP1
Itpkc	ITPKC
Pcdhgb1	PCDHGB1
Itgb1bp1	ITGB1BP1
Zfp706	ZNF706
Use1	USE1
Egf	EGF
Sec11a	SEC11A
Plekhg3	PLEKHG3
Numbl	NUMBL
Carmil2	CARMIL2
Slc51b	SLC51B
Ephb4	EPHB4
Ptcd1	PTCD1
Rbms3	RBMS3
Tcea3	TCEA3
Afp	AFP
Pgk2	PGK2
Smpdl3b	SMPDL3B
Casp6	CASP6
Mir126a	MIR126
Tbl2	TBL2
Castor2	CASTOR2
Fbxw7	FBXW7
Helq	HELQ
Mir193b	MIR193B
Mug2	PZP
Mir302d	MIR302D
Gtf2ird1	GTF2IRD1
Rragd	RRAGD
Gck	GCK
Lrrc49	LRRC49
Commd10	COMMD10
Syf2	SYF2
Tll2	TLL2
Mir223	MIR223
Clec3a	CLEC3A
Uprt	UPRT
Slc25a40	SLC25A40
Cdk7	CDK7
Asap3	ASAP3
Slc29a1	SLC29A1
Gm22448	RNU6-1179P
Zc3hav1l	ZC3HAV1L
Pvrig	PVRIG
Eml6	EML6
Mcf2	MCF2
Nwd1	NWD1
Slc35f1	SLC35F1
Arhgef25	ARHGEF25
Neurog1	NEUROG1
Cldn2	CLDN2
Ube2d3	UBE2D3
Kcnv1	KCNV1
Bysl	BYSL
Rfx2	RFX2
Prickle4	PRICKLE4
Tubb4b	TUBB4B
Trdn	TRDN
Dcdc2c	DCDC2C
Olfr1268-ps1	OR4X1
Snora15	SNORA15
Spaca1	SPACA1
Raf1	RAF1
Bean1	BEAN1
8030474K03Rik	CXorf49
Ehbp1	EHBP1
Nudt7	NUDT7
Hmgn5	HMGN5
Shld3	SHLD3
Gab3	GAB3
Barhl1	BARHL1
Dnd1	DND1
Ptgds	PTGDS
Ldah	LDAH
C1rl	C1RL
Ggn	GGN
Prrt3	PRRT3
Olfr517	OR10A6
Usp3	USP3
Taf5	TAF5
Ufsp2	UFSP2
Zbtb10	ZBTB10
Mettl15	METTL15
Mcemp1	MCEMP1
Zc2hc1a	ZC2HC1A
Abcg8	ABCG8
Ucp1	UCP1
Chid1	CHID1
Ighv8-4	IGHV2OR16-5
Tmc5	TMC5
Ski	SKI
Uqcrh	UQCRHL
Psmb8	PSMB8
Nr1h3	NR1H3
Mfsd2b	MFSD2B
Amigo2	AMIGO2
Ctbp2	CTBP2
Prph	PRPH
Sulf1	SULF1
Lalba	LALBA
Cd36	CD36
Setd3	SETD3
Crb2	CRB2
Gm23858	RNU6-628P
Elf5	ELF5
Epha5	EPHA5
Calu	CALU
1810013L24Rik	C16orf72
Mtch1	MTCH1
Gabrq	GABRQ
Lst1	LST1
Llph	LLPH
Hbs1l	HBS1L
Sqle	SQLE
Cyp2u1	CYP2U1
Gstz1	GSTZ1
Fos	FOS
Il27	IL27
Fam234b	FAM234B
Olfr869	OR7E24
Rxylt1	RXYLT1
Tmem89	TMEM89
Adgre5	ADGRE5
Hoxc11	HOXC11
Sfr1	SFR1
Pdcd5	PDCD5
Fmr1	FMR1
Ocrl	OCRL
Cers3	CERS3
Plin4	PLIN4
Vegfa	VEGFA
Krt76	KRT76
Igip	IGIP
Vps13b	VPS13B
Gm24129	RNU6-383P
Arpc4	ARPC4
Fam98a	FAM98A
Aldh7a1	ALDH7A1
Nkx1-2	NKX1-2
Gjc3	GJC3
Trip11	TRIP11
Gm23058	RNU6-214P
Asns	ASNS
Arhgap17	ARHGAP17
Ankrd33	ANKRD33
1700011L22Rik	C4orf51
Gm25008	RNU6-553P
Cdc42se2	CDC42SE2
Psmd5	PSMD5
Hmg20a	HMG20A
Fancd2	FANCD2
Hexa	HEXA
Adgrl3	ADGRL3
Adcy3	ADCY3
Cenpk	CENPK
Plin5	PLIN5
Acot12	ACOT12
Sipa1l3	SIPA1L3
Kif4	KIF4A
Eda	EDA
Olfr607	OR52P1P
Ddost	DDOST
Mag	MAG
Prss37	PRSS37
Lars	LARS1
Idh2	IDH2
Gm9112	FAM236B
Flna	FLNA
Cyren	CYREN
Gm25848	SNORA79
Tars	TARS1
Arhgdib	ARHGDIB
Nlrp14	NLRP14
Mrpl22	MRPL22
Gm22767	SCARNA1
Pof1b	POF1B
Plcz1	PLCZ1
Gpr139	GPR139
Vamp3	VAMP3
Pnrc2	PNRC2
Hspb1	HSPB1
Ramp3	RAMP3
Gpr6	GPR6
Polr2c	POLR2C
Rbm6	RBM6
H1f7	H1-7
Pex6	PEX6
Carm1	CARM1
Fam83h	FAM83H
Gja6	GJA1
Ddo	DDO
Padi3	PADI3
Spdye4a	SPDYE1
Nlrc5	NLRC5
Pagr1a	PAGR1
Hint1	HINT1
Tsga13	TSGA13
Krt4	KRT4
Capza3	CAPZA3
Trps1	TRPS1
Nt5c1b	NT5C1B-RDH14
4933402J07Rik	C16orf78
Atp1a3	ATP1A3
Extl1	EXTL1
Mef2b	MEF2B
Slco1a1	SLCO1A2
Fam163b	FAM163B
Esm1	ESM1
Nodal	NODAL
Tnip3	TNIP3
Cxxc5	CXXC5
Acot4	ACOT4
Pag1	PAG1
Shisa9	SHISA9
Gm24798	RNU6-213P
Gm7579	KRTAP5-6
Dnajb14	DNAJB14
Pja1	PJA1
Rbm48	RBM48
Pop1	POP1
Kat8	KAT8
Bach2	BACH2
Zfp59	ZNF780A
Ift172	IFT172
Uba2	UBA2
1110051M20Rik	C11orf49
Frat1	FRAT1
Il17re	IL17RE
Spats1	SPATS1
Slc38a1	SLC38A1
Gpank1	GPANK1
Socs1	SOCS1
Npy2r	NPY2R
Magt1	MAGT1
Aktip	AKTIP
Exoc3l4	EXOC3L4
Dbx2	DBX2
Dmkn	DMKN
Ogfrl1	OGFRL1
Tmem254c	TMEM254
Cenpw	CENPW
Ager	AGER
Srp19	SRP19
Mepe	MEPE
Xdh	XDH
Serpine1	SERPINE1
Gcdh	GCDH
Pdlim4	PDLIM4
Pfkfb4	PFKFB4
Zfat	ZFAT
Angptl2	ANGPTL2
Csnk1g3	CSNK1G3
Mir450b	MIR450B
Pld4	PLD4
Slc38a4	SLC38A4
Usp4	USP4
Micu1	MICU1
Atraid	ATRAID
Asphd1	ASPHD1
Pitx1	PITX1
Pgpep1l	PGPEP1L
Slc5a5	SLC5A5
Cep85l	CEP85L
Tmem171	TMEM171
Atn1	ATN1
Sox30	SOX30
Fkbp5	FKBP5
Adgra1	ADGRA1
Wasf1	WASF1
Abo	ABO
Nadk2	NADK2
Clec4d	CLEC4D
Amd2	AMD1
N4bp1	N4BP1
Orc6	ORC6
Copz1	COPZ1
Tnfrsf18	TNFRSF18
Mir183	MIR183
Egfl8	EGFL8
Sdr9c7	SDR9C7
Tmem209	TMEM209
Rnf223	RNF223
Dio3	DIO3
Mex3b	MEX3B
Cog4	COG4
Pold2	POLD2
Kcnab2	KCNAB2
Riox1	RIOX1
Gadl1	GADL1
Slc10a6	SLC10A6
Lmod2	LMOD2
Rhobtb1	RHOBTB1
Rpl27a	RPL27A
Ccdc187	CCDC187
Ranbp3	RANBP3
Vnn1	VNN1
Zfp384	ZNF384
Fabp4	FABP4
Nrm	NRM
Pwwp2a	PWWP2A
Pak3	PAK3
Acd	ACD
Vgll4	VGLL4
Mir206	MIR206
Serpina3g	SERPINA3
Scn10a	SCN10A
Ccng2	CCNG2
Zc3h12b	ZC3H12B
Mocs1	MOCS1
Fyb	FYB1
Pcolce	PCOLCE
Zcchc10	ZCCHC10
Ptprj	PTPRJ
Ahdc1	AHDC1
Rnf141	RNF141
Ext2	EXT2
Clstn3	CLSTN3
Gpr107	GPR107
Ablim3	ABLIM3
Gm22192	SNORD62A
Mvp	MVP
Reln	RELN
Tnxb	TNXB
Fcf1	FCF1
9430015G10Rik	C1orf159
Bsn	BSN
Snora74a	SNORA74A
Khdc1b	KHDC1L
Lrrc25	LRRC25
Ubn1	UBN1
Fshr	FSHR
C1ra	C1R
Lat	LAT
Klrg1	KLRG1
Zc3hav1	ZC3HAV1
Trir	TRIR
Gm22054	RNU1-45P
Tbc1d2b	TBC1D2B
Mageh1	MAGEH1
Pon3	PON3
Coq6	COQ6
Dph7	DPH7
Zfp811	ZNF823
Ebf3	EBF3
Tnfaip2	TNFAIP2
Pitx3	PITX3
Col12a1	COL12A1
Alkbh6	ALKBH6
Slc1a3	SLC1A3
Rbm25	RBM25
Dmp1	DMP1
Glyatl3	GLYATL3
Cdh12	CDH12
Fbxw14	FBXW12
Limd1	LIMD1
Cpm	CPM
Pstpip1	PSTPIP1
Olfr353	OR1N1
Catsperd	CATSPERD
Gnb3	GNB3
Dyrk4	DYRK4
D430042O09Rik	KATNIP
Taf8	TAF8
Sh3bp5	SH3BP5
Olfr657	OR56B1
Prss8	PRSS8
Olfr832	OR7G3
Cox16	COX16
Lin54	LIN54
Cmtr1	CMTR1
Tex43	TEX43
Utp23	UTP23
Usp54	USP54
Wdr43	WDR43
Pla2g7	PLA2G7
Tmtc1	TMTC1
Klf14	KLF14
Slc35a4	SLC35A4
Gm24399	RNU6-781P
Ntmt1	NTMT1
Trpm5	TRPM5
Rab9b	RAB9B
Bmpr1b	BMPR1B
Sun3	SUN3
Hmgb2	HMGB2
Slc44a4	SLC44A4
Dnajc30	DNAJC30
2310034G01Rik	C10orf95
Phtf2	PHTF2
Fbxo42	FBXO42
Ccne1	CCNE1
Il1rapl2	IL1RAPL2
Calhm3	CALHM3
Cntrl	CNTRL
Csnk1g1	CSNK1G1
Pax6	PAX6
Cds1	CDS1
Lgals7	LGALS7
Cdc14b	CDC14C
Tmem210	TMEM210
Ctnnb1	CTNNB1
Gas2	GAS2
1700016H13Rik	C4orf36
Hps5	HPS5
Dgat1	DGAT1
Chst8	CHST8
Pnpla6	PNPLA6
Kifc2	KIFC2
Gm26105	RNU2-65P
Mir489	MIR489
Tktl2	TKTL2
Gm24143	SNORA38
Nudt6	NUDT6
Zfp365	ZNF365
Bex1	BEX1
Sspn	SSPN
A830018L16Rik	C8orf34
Olfr692	OR52W1
Klhl3	KLHL3
Tmem121	TMEM121
Iltifb	IL22
Neurl1a	NEURL1
Vps28	VPS28
Zfp330	ZNF330
Pdzd2	PDZD2
Atg5	ATG5
Cacng3	CACNG3
Ndufa11	NDUFA11
Nr3c2	NR3C2
Hhla1	HHLA1
Lmx1b	LMX1B
Naf1	NAF1
Asb5	ASB5
Zscan21	ZSCAN21
Olfr239	OR10H5
Cebpg	CEBPG
H2aj	H2AJ
Emcn	EMCN
Tmem106c	TMEM106C
Mpp5	MPP5
Psph	PSPH
Ccdc13	CCDC13
Smim22	SMIM22
S1pr2	S1PR2
Rpsa	RPSA
Pla2g15	PLA2G15
Gtf3c5	GTF3C5
Snora52	SNORA52
Pigf	PIGF
Cad	CAD
Dxo	DXO
Wif1	WIF1
Xirp1	XIRP1
Gm24905	RNU6-995P
Mir151	MIR151A
Washc5	WASHC5
Fem1b	FEM1B
9330159F19Rik	KIAA0408
Tmem201	TMEM201
Adcy7	ADCY7
Cep162	CEP162
Wdr25	WDR25
Atg4d	ATG4D
F2rl3	F2RL3
Tpp1	TPP1
Olfr569	OR52R1
Adgrb3	ADGRB3
Slc25a31	SLC25A31
Gm25538	RNU6-283P
Mrrf	MRRF
Manba	MANBA
Ppp2ca	PPP2CA
Lipe	LIPE
D930020B18Rik	C12orf56
Zcwpw1	ZCWPW1
Tceal1	TCEAL1
Fer	FER
Ppp3cb	PPP3CB
Atrx	ATRX
Srgn	SRGN
Zcchc9	ZCCHC9
Samd9l	SAMD9L
Olfr867	OR7D4
Camp	CAMP
Itm2a	ITM2A
Pcdhga8	PCDHGA8
Nckap5l	NCKAP5L
Emb	EMB
Kdm3b	KDM3B
Mmp2	MMP2
Otp	OTP
Slc35e3	SLC35E3
Tectb	TECTB
Smim40-ps	SMIM40
Ap1s1	AP1S1
Pcbp2	PCBP2
Slco4c1	SLCO4C1
Rora	RORA
Rpl34	RPL34
Large2	LARGE2
Olfr815	OR6C70
Opn5	OPN5
H2ab2	H2AB1
Pfn4	PFN4
Gtf2h1	GTF2H1
Plekha5	PLEKHA5
Tceal8	TCEAL8
Gm25137	RNU6-822P
Cdr2	CDR2
Arhgef6	ARHGEF6
Mir30c-2	MIR30C2
Pcdhb6	PCDHB5
Adi1	ADI1
G3bp2	G3BP2
Hipk4	HIPK4
Prr32	PRR32
Smo	SMO
Cftr	CFTR
Syt10	SYT10
Atp2c2	ATP2C2
Tas2r118	TAS2R16
Traf1	TRAF1
Madd	MADD
Upk3b	UPK3B
Pou5f2	POU5F2
Aifm2	AIFM2
Selenon	SELENON
Drc1	DRC1
Mpi	MPI
Nudt19	NUDT19
Mapk14	MAPK14
Saa4	SAA4
Slc6a5	SLC6A5
Mgam	MGAM
Fbxw9	FBXW9
Exog	EXOG
Xkr9	XKR9
Snx24	SNX24
Marchf1	MARCHF1
Usp15	USP15
Gm25632	SNORD62B
Gsdmc2	GSDMC
Iah1	IAH1
Zdhhc15	ZDHHC15
Mfsd8	MFSD8
Eif2b4	EIF2B4
Mir361	MIR361
Tmem114	TMEM114
Galm	GALM
Arl3	ARL3
Gm26101	RNU6-944P
Ppp1r9a	PPP1R9A
Ly6h	LY6H
Fam172a	FAM172A
Tdrd1	TDRD1
Pithd1	PITHD1
Mlh1	MLH1
Cfb	CFB
Ubiad1	UBIAD1
R3hcc1l	R3HCC1L
Snap91	SNAP91
Slc16a9	SLC16A9
Casp9	CASP9
Slc25a27	SLC25A27
Gemin6	GEMIN6
Ado	ADO
Gtf2a1l	GTF2A1L
Snw1	SNW1
Ldoc1	LDOC1
Ly6k	LY6K
Obp2b	OBP2B
Bbox1	BBOX1
Mxi1	MXI1
Rpusd3	RPUSD3
Eif3h	EIF3H
Gpat3	GPAT3
Vhl	VHL
Capn7	CAPN7
Rasgrp4	RASGRP4
Tmem232	TMEM232
Morn2	MORN2
Saxo2	SAXO2
Ano8	ANO8
Cyp11a1	CYP11A1
Fes	FES
Snx25	SNX25
Ddc	DDC
Wdr91	WDR91
Srf	SRF
Lgsn	LGSN
Gm25552	RNU6-1080P
Gm25565	RNU6-718P
Mlf2	MLF2
Epo	EPO
Padi4	PADI4
Stoml1	STOML1
Tex11	TEX11
Spdef	SPDEF
Serpina10	SERPINA10
Nipbl	NIPBL
Hmgcll1	HMGCLL1
Olfr641	OR51I2
Slc5a2	SLC5A2
Nrn1l	NRN1L
Gm25705	RNU6-284P
Calhm1	CALHM1
Clic1	CLIC1
Trim72	TRIM72
Pparg	PPARG
Pla2g2d	PLA2G2D
Cngb1	CNGB1
Arpc5l	ARPC5L
Nxt2	NXT2
Krt75	KRT75
Ipo11	IPO11
Tnnt3	TNNT3
Znrf4	ZNRF4
Plcl2	PLCL2
Tmem51	TMEM51
Npc2	NPC2
Taar9	TAAR9
Stmn2	STMN2
Gm26177	RNU6-1048P
Fam185a	FAM185A
Vkorc1	VKORC1
Foxj2	FOXJ2
Cmtm2b	CMTM2
Prkcb	PRKCB
Cd70	CD70
Camsap3	CAMSAP3
Mir450-1	MIR450A1
Tspan18	TSPAN18
Rad50	RAD50
Cavin3	CAVIN3
Cebpa	CEBPA
Timm8a1	TIMM8A
Klc1	KLC1
Ocln	OCLN
Htr1a	HTR1A
Lect2	LECT2
St8sia2	ST8SIA2
Flvcr2	FLVCR2
Ces3b	CES3
Rag2	RAG2
B3gnt3	B3GNT3
Tcte1	TCTE1
AI182371	C5
Cxcl17	CXCL17
Gdf15	GDF15
Apool	APOOL
Hnrnpd	HNRNPD
Fbxl13	FBXL13
Akap14	AKAP14
Cd40lg	CD40LG
Rps6ka5	RPS6KA5
Ypel3	YPEL3
Ngly1	NGLY1
Fam151b	FAM151B
Spon1	SPON1
Raver1	RAVER1
Ufsp1	UFSP1
Agxt2	AGXT2
Ttc29	TTC29
Mrps30	MRPS30
Ywhag	YWHAG
Spry3	SPRY3
D7Ertd443e	C10orf90
Gnmt	GNMT
Ciao2b	CIAO2B
Mri1	MRI1
Col26a1	COL26A1
Pik3c2g	PIK3C2G
Septin14	SEPTIN14
Scn1b	SCN1B
Abhd5	ABHD5
Rtp3	RTP3
Stx1a	STX1A
Suox	SUOX
Gpr63	GPR63
Ears2	EARS2
Fdx2	FDX2
Ccdc85a	CCDC85A
Kif21a	KIF21A
Cebpz	CEBPZ
Igflr1	IGFLR1
Sntb2	SNTB2
Zcchc13	ZCCHC13
Metap1	METAP1
Cep89	CEP89
Hoxc6	HOXC6
Laptm4a	LAPTM4A
Neto2	NETO2
Arhgap19	ARHGAP19-SLIT1
Swi5	SWI5
Ptpa	PTPA
Fbxl4	FBXL4
Ccdc33	CCDC33
Ghrl	GHRL
Adh7	ADH7
Rad54b	RAD54B
Zfp872	ZNF627
Nexmif	NEXMIF
Rsph9	RSPH9
Lamb2	LAMB2
Dnaja4	DNAJA4
Psma1	PSMA1
Trank1	TRANK1
Cd59b	CD59
Kcnk10	KCNK10
Pla2g2a	PLA2G2A
Ecscr	ECSCR
Rgs6	RGS6
Bhlhb9	BHLHB9
Phf3	PHF3
Prss54	PRSS54
Prelid2	PRELID2
Cdh1	CDH1
Srm	SRM
Inhbc	INHBC
Fndc10	FNDC10
Olfr813	OR6C76
Tlx1	TLX1
Trim6	TRIM6
Ighe	IGHE
Ddx60	DDX60
Acot6	ACOT6
Akap7	AKAP7
Col11a2	COL11A2
Mybpc3	MYBPC3
Rrm1	RRM1
AI661453	C6orf132
Igtp	IRGM
Slc35g1	SLC35G1
Nfatc3	NFATC3
Dgki	DGKI
Ankrd1	ANKRD1
Fam71b	FAM71B
Ccnk	CCNK
Olfr706	OR2AG2
Gm9046	CDC5L
Rasgrp3	RASGRP3
Sbspon	SBSPON
Gys2	GYS2
Fam81b	FAM81B
Plekhn1	KLHL17
Styxl1	STYXL1
Phkb	PHKB
U2af1l4	U2AF1L4
Scn5a	SCN5A
Fnip1	FNIP1
Smim7	SMIM7
Jag2	JAG2
Pkn3	PKN3
4930579G24Rik	C4orf46
Tnp2	TNP2
Nppb	NPPB
Hras	HRAS
Gnb2	GNB2
Sfrp2	SFRP2
Fgf16	FGF16
Foxn2	FOXN2
Dhh	DHH
Ccdc201	CCDC201
Clpp	CLPP
Eif5	EIF5
Tph1	TPH1
Zmiz2	ZMIZ2
Triml2	TRIML2
Api5	API5
Sox6	SOX6
St3gal2	ST3GAL2
Tlnrd1	TLNRD1
Adgrl1	ADGRL1
Neurod4	NEUROD4
Cend1	CEND1
Hgh1	HGH1
Tes	TES
Mettl6	METTL6
Accs	ACCS
Pnliprp1	PNLIPRP1
Mir592	MIR592
Tmed10	TMED10
Ccnj	CCNJ
Adgrf2	ADGRF2
Ube2h	UBE2H
Rad18	RAD18
Cyfip2	CYFIP2
Awat2	AWAT2
Hnrnpa0	HNRNPA0
Tardbp	TARDBP
St3gal1	ST3GAL1
Tepp	TEPP
Ext1	EXT1
Ttc23l	TTC23L
Prdx2	PRDX2
Gpr19	GPR19
Ftmt	FTMT
Tcp11l1	TCP11L1
Mir129-1	MIR129-1
Lactbl1	LACTBL1
Rhcg	RHCG
Rabl6	RABL6
Rer1	RER1
Mymx	MYMX
Trim54	TRIM54
Klhl42	KLHL42
Cdh8	CDH8
Bcl2a1d	BCL2A1
Cyp51	CYP51A1
Trim12a	TRIM5
Nfkbil1	NFKBIL1
Mat1a	MAT1A
Slc12a3	SLC12A3
Ier3	IER3
Spns1	SPNS1
Lzts2	LZTS2
Acsbg2	ACSBG2
C6	C6
Msh5	MSH5
Cdipt	CDIPT
Rnaseh1	RNASEH1
Slc38a8	SLC38A8
Nt5c2	NT5C2
Fam161b	FAM161B
Mir431	MIR431
Atf1	ATF1
Zmynd19	ZMYND19
Trmt2b	TRMT2B
Erlec1	ERLEC1
Dapk3	DAPK3
Hbegf	HBEGF
Mrps12	MRPS12
Rpl8	RPL8
Pth1r	PTH1R
Cul9	CUL9
Cfap20	CFAP20
Mroh6	MROH6
Lmbr1l	LMBR1L
Adgrf4	ADGRF4
Krt77	KRT77
Adamts3	ADAMTS3
Numb	NUMB
Akap3	AKAP3
Lin28a	LIN28A
Msn	MSN
Spinkl	SPINK9
Pskh1	PSKH1
Dnajc5g	DNAJC5G
Wdyhv1	NTAQ1
Hnrnpm	HNRNPM
Stxbp2	STXBP2
Cpq	CPQ
Notch3	NOTCH3
Lratd1	LRATD1
Commd9	COMMD9
Prc1	PRC1
Pde6h	PDE6H
Snora19	SNORA19
Clic5	CLIC5
Mir541	MIR541
Ints12	INTS12
Bcl11b	BCL11B
Faap24	FAAP24
Mir30a	MIR30A
Gjb1	GJB1
Abtb2	ABTB2
Cops4	COPS4
Zfp523	ZNF76
Afap1l2	AFAP1L2
Baalc	BAALC
Ints11	INTS11
Trem1	TREM1
Slc26a7	SLC26A7
Camta1	CAMTA1
Snrpa1	SNRPA1
Acsl1	ACSL1
P3h3	P3H3
Creld1	CRELD1
Psd	PSD
Hbb-y	HBE1
Bloc1s2	BLOC1S2
Atp7a	ATP7A
Inhbe	INHBE
Cd320	CD320
Alg1	ALG1
Snd1	SND1
Mlip	MLIP
Krt79	KRT79
Hpgd	HPGD
Hnrnpl	HNRNPL
Erg28	ERG28
Fntb	CHURC1-FNTB
Prrt4	PRRT4
Spen	SPEN
Mir23a	MIR23A
Mmp16	MMP16
Acaa1a	ACAA1
Abraxas1	ABRAXAS1
Coq7	COQ7
Ttc33	TTC33
Ppp4c	PPP4C
Pip4k2c	PIP4K2C
Usp31	USP31
Il15	IL15
Gorasp1	GORASP1
Ppp2r2d	PPP2R2D
Cd151	CD151
Tmem249	TMEM249
Cisd2	CISD2
Acsm5	ACSM5
Ticrr	TICRR
Papola	PAPOLA
Alkbh4	ALKBH4
Eif4g3	EIF4G3
Edf1	EDF1
Atad2b	ATAD2B
Pde8b	PDE8B
Phyhipl	PHYHIPL
Sema4g	SEMA4G
Chp2	CHP2
Pus10	PUS10
Aebp2	AEBP2
Podnl1	PODNL1
Ube2j2	UBE2J2
Slc6a6	SLC6A6
Pkib	PKIB
P4htm	P4HTM
Rbm5	RBM5
Slc4a7	SLC4A7
Dcaf15	DCAF15
St7	ST7
Cxcl13	CXCL13
Gm25020	RNU6-828P
Olfr1357	OR1I1
Cyld	CYLD
Cfap43	CFAP43
Sirt3	SIRT3
Abcg5	ABCG5
Arsj	ARSJ
Them6	THEM6
Cyb5r4	CYB5R4
Whamm	WHAMM
Cln6	CLN6
Pgrmc1	PGRMC1
D3Ertd751e	C4orf33
Tmed8	TMED8
Azin1	AZIN1
Diaph1	DIAPH1
Rerg	RERG
Sema3f	SEMA3F
Stkld1	STKLD1
Ldlrap1	LDLRAP1
Hpx	HPX
Pcdh1	PCDH1
Ckmt2	CKMT2
Pcnx	PCNX1
Sncg	SNCG
Surf1	SURF1
Bbs12	BBS12
Slc2a5	SLC2A5
Supt7l	SUPT7L
Mtfr1	MTFR1
Olfr635	OR51Q1
Recql4	RECQL4
Tcof1	TCOF1
Flnc	FLNC
Scnn1b	SCNN1B
F9	F9
Fam114a2	FAM114A2
Mthfd2l	MTHFD2L
Atp6ap1l	ATP6AP1L
Eipr1	EIPR1
Oga	OGA
Senp6	SENP6
4933405L10Rik	C16orf86
Pja2	PJA2
Sult6b2	SULT1A4
Ano3	ANO3
Cgas	CGAS
Tap2	TAP2
Ddb2	DDB2
Vwa2	VWA2
Golga1	GOLGA1
Lrrc56	LRRC56
Tufm	TUFM
Kank3	KANK3
Abcc8	ABCC8
Slc7a9	SLC7A9
Slf2	SLF2
Atp6ap1	ATP6AP1
Csmd3	CSMD3
Chchd2	CHCHD2
Csn2	CSN2
Lin7c	LIN7C
Ctxn1	CTXN1
Vps35	VPS35
Ppcdc	PPCDC
C1s2	C1S
Srsf7	SRSF7
Epgn	EPGN
Tecpr1	TECPR1
Arih2	ARIH2
Atp2b3	ATP2B3
Ccdc151	CCDC151
Filip1	FILIP1
Olfr574	OR51T1
Gm25107	SNORA35B
Htatip2	HTATIP2
Hyal4	HYAL4
Pcare	PCARE
Cep85	CEP85
Ppif	PPIF
Klhl4	KLHL4
Ids	IDS
Il34	IL34
Uba7	UBA7
Zfp513	ZNF513
Actbl2	ACTBL2
C1qtnf12	C1QTNF12
Cd19	CD19
Det1	DET1
Rcc2	RCC2
Gm25937	RNU6-658P
Lep	LEP
Olfr681	OR56A3
Fgb	FGB
Hepacam2	HEPACAM2
Ddr1	DDR1
Tas2r137	TAS2R3
Pbld1	PBLD
Hsdl1	HSDL1
Eml4	EML4
Mapk3	MAPK3
Lrrc26	LRRC26
Ptk2	PTK2
Braf	BRAF
Fndc9	FNDC9
Trim8	TRIM8
Isca2	ISCA2
Kif23	KIF23
Ces5a	CES5A
Sez6l2	SEZ6L2
Arr3	ARR3
Slc45a4	SLC45A4
Sybu	SYBU
Taf7	TAF7
Epb41l4a	EPB41L4A
Ndufb7	NDUFB7
Aadacl4fm1	AADACL4
Loxl4	LOXL4
Bnip2	BNIP2
Tmem30a	TMEM30A
Uqcrb	UQCRB
Apip	APIP
Tmem219	TMEM219
Ophn1	OPHN1
Cnr2	CNR2
Hcn4	HCN4
Sgo1	SGO1
Troap	TROAP
Gnai1	GNAI1
Smndc1	SMNDC1
Spats2	SPATS2
Atp6v0a4	ATP6V0A4
Il4ra	IL4R
Sec14l5	SEC14L5
Olfr821	OR6C74
1110002E22Rik	C4orf54
Glra3	GLRA3
Srrt	SRRT
Map3k1	MAP3K1
Sec31a	SEC31A
Tfec	TFEC
Tgfb1i1	TGFB1I1
Slc2a6	SLC2A6
Gprasp1	GPRASP1
Ndnf	NDNF
Sncaip	SNCAIP
Olfr646	OR52D1
Dmgdh	DMGDH
Zfp704	ZNF704
Rbl2	RBL2
Slc38a7	SLC38A7
Nup155	NUP155
Tnni2	TNNI2
Actl6b	ACTL6B
Dpy30	DPY30
C030006K11Rik	C8orf82
Gm25054	RNU6-581P
Clrn3	CLRN3
B9d2	B9D2
Slc27a1	SLC27A1
Ndufaf7	NDUFAF7
Slc9a5	SLC9A5
Sema6b	SEMA6B
Tpst1	TPST1
Zfp260	ZNF260
Ercc4	ERCC4
Aldh1a2	ALDH1A2
Nup214	NUP214
Micos10	MICOS10
Mfap3	MFAP3
Sdhaf3	SDHAF3
Gga2	GGA2
Olfr1356	OR7C2
Mesd	MESD
Cxcl11	CXCL11
Golt1b	GOLT1B
Mtss2	MTSS2
Gm23744	RNU2-42P
Wdr88	WDR88
Taf1b	TAF1B
Pon2	PON2
Cxcl9	CXCL9
Ccdc85c	CCDC85C
Rnf19a	RNF19A
Adrb1	ADRB1
Vaultrc5	VTRNA3-1P
Padi1	PADI1
Abraxas2	ABRAXAS2
Sec24d	SEC24D
Cgnl1	CGNL1
Gpc2	GPC2
Rnf224	RNF224
Tacr3	TACR3
Vgll1	VGLL1
Ston1	STON1
Chd2	CHD2
Farsa	FARSA
Uba6	UBA6
Adamts17	ADAMTS17
Ptpro	PTPRO
Cdkl3	CDKL3
1810037I17Rik	C4orf3
Mroh5	MROH5
Snx18	SNX18
Tspan33	TSPAN33
Pink1	PINK1
R3hdm2	R3HDM2
Slc12a2	SLC12A2
Gm24646	RNU6-1099P
Gpx3	GPX3
